path,class,class_id,fold,snr_db,original_file
data\processed\clean\fold10\background\196069-2-0-0.wav,background,0,10,clean,196069-2-0-0.wav
data\processed\clean\fold10\background\196127-3-0-1.wav,background,0,10,clean,196127-3-0-1.wav
data\processed\clean\fold10\background\200786-5-1-2.wav,background,0,10,clean,200786-5-1-2.wav
data\processed\clean\fold10\background\203424-9-0-46.wav,background,0,10,clean,203424-9-0-46.wav
data\processed\clean\fold10\background\20571-3-1-0.wav,background,0,10,clean,20571-3-1-0.wav
data\processed\clean\fold10\background\207213-2-0-85.wav,background,0,10,clean,207213-2-0-85.wav
data\processed\clean\fold10\background\22973-3-0-2.wav,background,0,10,clean,22973-3-0-2.wav
data\processed\clean\fold10\background\26255-3-0-0.wav,background,0,10,clean,26255-3-0-0.wav
data\processed\clean\fold10\background\27070-2-0-3.wav,background,0,10,clean,27070-2-0-3.wav
data\processed\clean\fold10\background\39847-5-0-8.wav,background,0,10,clean,39847-5-0-8.wav
data\processed\clean\fold10\background\72538-3-0-1.wav,background,0,10,clean,72538-3-0-1.wav
data\processed\clean\fold10\background\72538-3-0-3.wav,background,0,10,clean,72538-3-0-3.wav
data\processed\clean\fold10\background\73524-0-0-101.wav,background,0,10,clean,73524-0-0-101.wav
data\processed\clean\fold10\background\73524-0-0-5.wav,background,0,10,clean,73524-0-0-5.wav
data\processed\clean\fold10\background\73524-0-0-98.wav,background,0,10,clean,73524-0-0-98.wav
data\processed\clean\fold10\background\77901-9-0-3.wav,background,0,10,clean,77901-9-0-3.wav
data\processed\clean\fold10\background\77901-9-0-7.wav,background,0,10,clean,77901-9-0-7.wav
data\processed\clean\fold10\background\83191-9-0-13.wav,background,0,10,clean,83191-9-0-13.wav
data\processed\clean\fold10\background\83195-9-0-6.wav,background,0,10,clean,83195-9-0-6.wav
data\processed\clean\fold10\background\83502-0-0-1.wav,background,0,10,clean,83502-0-0-1.wav
data\processed\clean\fold10\background\83502-0-0-7.wav,background,0,10,clean,83502-0-0-7.wav
data\processed\clean\fold10\background\84249-9-0-8.wav,background,0,10,clean,84249-9-0-8.wav
data\processed\clean\fold10\background\97756-3-0-0.wav,background,0,10,clean,97756-3-0-0.wav
data\processed\clean\fold10\background\99192-4-0-17.wav,background,0,10,clean,99192-4-0-17.wav
data\processed\clean\fold10\background\99192-4-0-24.wav,background,0,10,clean,99192-4-0-24.wav
data\processed\clean\fold10\background\99192-4-0-32.wav,background,0,10,clean,99192-4-0-32.wav
data\processed\clean\fold10\background\99192-4-0-33.wav,background,0,10,clean,99192-4-0-33.wav
data\processed\clean\fold10\background\99192-4-0-53.wav,background,0,10,clean,99192-4-0-53.wav
data\processed\clean\fold10\background\99192-4-0-55.wav,background,0,10,clean,99192-4-0-55.wav
data\processed\clean\fold10\background\ch01_clip0009.wav,background,0,10,clean,ch01_clip0009.wav
data\processed\clean\fold10\background\ch01_clip0019.wav,background,0,10,clean,ch01_clip0019.wav
data\processed\clean\fold10\background\ch01_clip0029.wav,background,0,10,clean,ch01_clip0029.wav
data\processed\clean\fold10\background\ch01_clip0039.wav,background,0,10,clean,ch01_clip0039.wav
data\processed\clean\fold10\background\ch01_clip0049.wav,background,0,10,clean,ch01_clip0049.wav
data\processed\clean\fold10\background\ch01_clip0059.wav,background,0,10,clean,ch01_clip0059.wav
data\processed\clean\fold10\background\ch01_clip0069.wav,background,0,10,clean,ch01_clip0069.wav
data\processed\clean\fold10\background\ch02_clip0004.wav,background,0,10,clean,ch02_clip0004.wav
data\processed\clean\fold10\background\ch02_clip0014.wav,background,0,10,clean,ch02_clip0014.wav
data\processed\clean\fold10\background\ch02_clip0024.wav,background,0,10,clean,ch02_clip0024.wav
data\processed\clean\fold10\background\ch02_clip0034.wav,background,0,10,clean,ch02_clip0034.wav
data\processed\clean\fold10\background\ch02_clip0044.wav,background,0,10,clean,ch02_clip0044.wav
data\processed\clean\fold10\background\ch02_clip0054.wav,background,0,10,clean,ch02_clip0054.wav
data\processed\clean\fold10\background\ch02_clip0064.wav,background,0,10,clean,ch02_clip0064.wav
data\processed\clean\fold10\background\ch02_clip0074.wav,background,0,10,clean,ch02_clip0074.wav
data\processed\clean\fold10\background\ch03_clip0009.wav,background,0,10,clean,ch03_clip0009.wav
data\processed\clean\fold10\background\ch03_clip0019.wav,background,0,10,clean,ch03_clip0019.wav
data\processed\clean\fold10\background\ch03_clip0029.wav,background,0,10,clean,ch03_clip0029.wav
data\processed\clean\fold10\background\ch03_clip0039.wav,background,0,10,clean,ch03_clip0039.wav
data\processed\clean\fold10\background\ch03_clip0049.wav,background,0,10,clean,ch03_clip0049.wav
data\processed\clean\fold10\background\ch03_clip0059.wav,background,0,10,clean,ch03_clip0059.wav
data\processed\clean\fold10\background\ch03_clip0069.wav,background,0,10,clean,ch03_clip0069.wav
data\processed\clean\fold10\background\ch04_clip0004.wav,background,0,10,clean,ch04_clip0004.wav
data\processed\clean\fold10\background\ch04_clip0014.wav,background,0,10,clean,ch04_clip0014.wav
data\processed\clean\fold10\background\ch04_clip0024.wav,background,0,10,clean,ch04_clip0024.wav
data\processed\clean\fold10\background\ch04_clip0034.wav,background,0,10,clean,ch04_clip0034.wav
data\processed\clean\fold10\background\ch04_clip0044.wav,background,0,10,clean,ch04_clip0044.wav
data\processed\clean\fold10\background\ch04_clip0054.wav,background,0,10,clean,ch04_clip0054.wav
data\processed\clean\fold10\background\ch04_clip0064.wav,background,0,10,clean,ch04_clip0064.wav
data\processed\clean\fold10\background\ch04_clip0074.wav,background,0,10,clean,ch04_clip0074.wav
data\processed\clean\fold10\background\ch05_clip0009.wav,background,0,10,clean,ch05_clip0009.wav
data\processed\clean\fold10\background\ch05_clip0019.wav,background,0,10,clean,ch05_clip0019.wav
data\processed\clean\fold10\background\ch05_clip0029.wav,background,0,10,clean,ch05_clip0029.wav
data\processed\clean\fold10\background\ch05_clip0039.wav,background,0,10,clean,ch05_clip0039.wav
data\processed\clean\fold10\background\ch05_clip0049.wav,background,0,10,clean,ch05_clip0049.wav
data\processed\clean\fold10\background\ch05_clip0059.wav,background,0,10,clean,ch05_clip0059.wav
data\processed\clean\fold10\background\ch05_clip0069.wav,background,0,10,clean,ch05_clip0069.wav
data\processed\clean\fold10\background\ch06_clip0004.wav,background,0,10,clean,ch06_clip0004.wav
data\processed\clean\fold10\background\ch06_clip0014.wav,background,0,10,clean,ch06_clip0014.wav
data\processed\clean\fold10\background\ch06_clip0024.wav,background,0,10,clean,ch06_clip0024.wav
data\processed\clean\fold10\background\ch06_clip0034.wav,background,0,10,clean,ch06_clip0034.wav
data\processed\clean\fold10\background\ch06_clip0044.wav,background,0,10,clean,ch06_clip0044.wav
data\processed\clean\fold10\background\ch06_clip0054.wav,background,0,10,clean,ch06_clip0054.wav
data\processed\clean\fold10\background\ch06_clip0064.wav,background,0,10,clean,ch06_clip0064.wav
data\processed\clean\fold10\background\ch06_clip0074.wav,background,0,10,clean,ch06_clip0074.wav
data\processed\clean\fold10\background\ch07_clip0009.wav,background,0,10,clean,ch07_clip0009.wav
data\processed\clean\fold10\background\ch07_clip0019.wav,background,0,10,clean,ch07_clip0019.wav
data\processed\clean\fold10\background\ch07_clip0029.wav,background,0,10,clean,ch07_clip0029.wav
data\processed\clean\fold10\background\ch07_clip0039.wav,background,0,10,clean,ch07_clip0039.wav
data\processed\clean\fold10\background\ch07_clip0049.wav,background,0,10,clean,ch07_clip0049.wav
data\processed\clean\fold10\background\ch07_clip0059.wav,background,0,10,clean,ch07_clip0059.wav
data\processed\clean\fold10\background\ch07_clip0069.wav,background,0,10,clean,ch07_clip0069.wav
data\processed\clean\fold10\background\ch08_clip0004.wav,background,0,10,clean,ch08_clip0004.wav
data\processed\clean\fold10\background\ch08_clip0014.wav,background,0,10,clean,ch08_clip0014.wav
data\processed\clean\fold10\background\ch08_clip0024.wav,background,0,10,clean,ch08_clip0024.wav
data\processed\clean\fold10\background\ch08_clip0034.wav,background,0,10,clean,ch08_clip0034.wav
data\processed\clean\fold10\background\ch08_clip0044.wav,background,0,10,clean,ch08_clip0044.wav
data\processed\clean\fold10\background\ch08_clip0054.wav,background,0,10,clean,ch08_clip0054.wav
data\processed\clean\fold10\background\ch08_clip0064.wav,background,0,10,clean,ch08_clip0064.wav
data\processed\clean\fold10\background\ch08_clip0074.wav,background,0,10,clean,ch08_clip0074.wav
data\processed\clean\fold10\background\ch09_clip0009.wav,background,0,10,clean,ch09_clip0009.wav
data\processed\clean\fold10\background\ch09_clip0019.wav,background,0,10,clean,ch09_clip0019.wav
data\processed\clean\fold10\background\ch09_clip0029.wav,background,0,10,clean,ch09_clip0029.wav
data\processed\clean\fold10\background\ch09_clip0039.wav,background,0,10,clean,ch09_clip0039.wav
data\processed\clean\fold10\background\ch09_clip0049.wav,background,0,10,clean,ch09_clip0049.wav
data\processed\clean\fold10\background\ch09_clip0059.wav,background,0,10,clean,ch09_clip0059.wav
data\processed\clean\fold10\background\ch09_clip0069.wav,background,0,10,clean,ch09_clip0069.wav
data\processed\clean\fold10\background\ch10_clip0004.wav,background,0,10,clean,ch10_clip0004.wav
data\processed\clean\fold10\background\ch10_clip0014.wav,background,0,10,clean,ch10_clip0014.wav
data\processed\clean\fold10\background\ch10_clip0024.wav,background,0,10,clean,ch10_clip0024.wav
data\processed\clean\fold10\background\ch10_clip0034.wav,background,0,10,clean,ch10_clip0034.wav
data\processed\clean\fold10\background\ch10_clip0044.wav,background,0,10,clean,ch10_clip0044.wav
data\processed\clean\fold10\background\ch10_clip0054.wav,background,0,10,clean,ch10_clip0054.wav
data\processed\clean\fold10\background\ch10_clip0064.wav,background,0,10,clean,ch10_clip0064.wav
data\processed\clean\fold10\background\ch10_clip0074.wav,background,0,10,clean,ch10_clip0074.wav
data\processed\clean\fold10\background\ch11_clip0009.wav,background,0,10,clean,ch11_clip0009.wav
data\processed\clean\fold10\background\ch11_clip0019.wav,background,0,10,clean,ch11_clip0019.wav
data\processed\clean\fold10\background\ch11_clip0029.wav,background,0,10,clean,ch11_clip0029.wav
data\processed\clean\fold10\background\ch11_clip0039.wav,background,0,10,clean,ch11_clip0039.wav
data\processed\clean\fold10\background\ch11_clip0049.wav,background,0,10,clean,ch11_clip0049.wav
data\processed\clean\fold10\background\ch11_clip0059.wav,background,0,10,clean,ch11_clip0059.wav
data\processed\clean\fold10\background\ch11_clip0069.wav,background,0,10,clean,ch11_clip0069.wav
data\processed\clean\fold10\background\ch12_clip0004.wav,background,0,10,clean,ch12_clip0004.wav
data\processed\clean\fold10\background\ch12_clip0014.wav,background,0,10,clean,ch12_clip0014.wav
data\processed\clean\fold10\background\ch12_clip0024.wav,background,0,10,clean,ch12_clip0024.wav
data\processed\clean\fold10\background\ch12_clip0034.wav,background,0,10,clean,ch12_clip0034.wav
data\processed\clean\fold10\background\ch12_clip0044.wav,background,0,10,clean,ch12_clip0044.wav
data\processed\clean\fold10\background\ch12_clip0054.wav,background,0,10,clean,ch12_clip0054.wav
data\processed\clean\fold10\background\ch12_clip0064.wav,background,0,10,clean,ch12_clip0064.wav
data\processed\clean\fold10\background\ch12_clip0074.wav,background,0,10,clean,ch12_clip0074.wav
data\processed\clean\fold10\background\ch13_clip0009.wav,background,0,10,clean,ch13_clip0009.wav
data\processed\clean\fold10\background\ch13_clip0019.wav,background,0,10,clean,ch13_clip0019.wav
data\processed\clean\fold10\background\ch13_clip0029.wav,background,0,10,clean,ch13_clip0029.wav
data\processed\clean\fold10\background\ch13_clip0039.wav,background,0,10,clean,ch13_clip0039.wav
data\processed\clean\fold10\background\ch13_clip0049.wav,background,0,10,clean,ch13_clip0049.wav
data\processed\clean\fold10\background\ch13_clip0059.wav,background,0,10,clean,ch13_clip0059.wav
data\processed\clean\fold10\background\ch13_clip0069.wav,background,0,10,clean,ch13_clip0069.wav
data\processed\clean\fold10\background\ch14_clip0004.wav,background,0,10,clean,ch14_clip0004.wav
data\processed\clean\fold10\background\ch14_clip0014.wav,background,0,10,clean,ch14_clip0014.wav
data\processed\clean\fold10\background\ch14_clip0024.wav,background,0,10,clean,ch14_clip0024.wav
data\processed\clean\fold10\background\ch14_clip0034.wav,background,0,10,clean,ch14_clip0034.wav
data\processed\clean\fold10\background\ch14_clip0044.wav,background,0,10,clean,ch14_clip0044.wav
data\processed\clean\fold10\background\ch14_clip0054.wav,background,0,10,clean,ch14_clip0054.wav
data\processed\clean\fold10\background\ch14_clip0064.wav,background,0,10,clean,ch14_clip0064.wav
data\processed\clean\fold10\background\ch14_clip0074.wav,background,0,10,clean,ch14_clip0074.wav
data\processed\clean\fold10\background\ch15_clip0009.wav,background,0,10,clean,ch15_clip0009.wav
data\processed\clean\fold10\background\ch15_clip0019.wav,background,0,10,clean,ch15_clip0019.wav
data\processed\clean\fold10\background\ch15_clip0029.wav,background,0,10,clean,ch15_clip0029.wav
data\processed\clean\fold10\background\ch15_clip0039.wav,background,0,10,clean,ch15_clip0039.wav
data\processed\clean\fold10\background\ch15_clip0049.wav,background,0,10,clean,ch15_clip0049.wav
data\processed\clean\fold10\background\ch15_clip0059.wav,background,0,10,clean,ch15_clip0059.wav
data\processed\clean\fold10\background\ch15_clip0069.wav,background,0,10,clean,ch15_clip0069.wav
data\processed\clean\fold10\background\ch16_clip0004.wav,background,0,10,clean,ch16_clip0004.wav
data\processed\clean\fold10\background\ch16_clip0014.wav,background,0,10,clean,ch16_clip0014.wav
data\processed\clean\fold10\background\ch16_clip0024.wav,background,0,10,clean,ch16_clip0024.wav
data\processed\clean\fold10\background\ch16_clip0034.wav,background,0,10,clean,ch16_clip0034.wav
data\processed\clean\fold10\background\ch16_clip0044.wav,background,0,10,clean,ch16_clip0044.wav
data\processed\clean\fold10\background\ch16_clip0054.wav,background,0,10,clean,ch16_clip0054.wav
data\processed\clean\fold10\background\ch16_clip0064.wav,background,0,10,clean,ch16_clip0064.wav
data\processed\clean\fold10\background\ch16_clip0074.wav,background,0,10,clean,ch16_clip0074.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0016.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0016.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0031.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0031.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0039.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0039.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0058.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0058.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0078.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0078.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0100.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0100.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0167.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0167.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0179.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0179.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0185.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0185.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0188.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0188.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0198.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0198.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0208.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0208.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0221.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0221.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0288.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0288.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0319.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0319.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0322.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0322.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0330.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0330.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0345.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0345.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0367.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0367.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0371.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0371.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0411.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0411.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0420.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0420.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0430.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0430.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0458.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0458.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0478.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0478.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0544.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0544.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0587.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0587.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0595.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0595.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0596.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0596.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0607.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0607.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0619.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0619.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0621.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0621.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0626.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0626.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0630.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0630.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0685.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0685.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0710.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0710.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0713.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0713.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0730.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0730.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0733.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0733.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0777.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0777.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0779.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0779.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0795.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0795.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0823.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0823.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0844.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0844.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0847.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0847.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0885.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0885.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0913.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0913.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0926.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0926.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0935.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0935.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0959.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0959.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+0dB_0965.wav,background,0,10,clean,synth_fold10_TCAR_+0dB_0965.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+10dB_0027.wav,background,0,10,clean,synth_fold10_TCAR_+10dB_0027.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+10dB_0069.wav,background,0,10,clean,synth_fold10_TCAR_+10dB_0069.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+10dB_0079.wav,background,0,10,clean,synth_fold10_TCAR_+10dB_0079.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+10dB_0094.wav,background,0,10,clean,synth_fold10_TCAR_+10dB_0094.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+10dB_0108.wav,background,0,10,clean,synth_fold10_TCAR_+10dB_0108.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+10dB_0131.wav,background,0,10,clean,synth_fold10_TCAR_+10dB_0131.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+10dB_0157.wav,background,0,10,clean,synth_fold10_TCAR_+10dB_0157.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+10dB_0178.wav,background,0,10,clean,synth_fold10_TCAR_+10dB_0178.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+10dB_0220.wav,background,0,10,clean,synth_fold10_TCAR_+10dB_0220.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+10dB_0237.wav,background,0,10,clean,synth_fold10_TCAR_+10dB_0237.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+10dB_0309.wav,background,0,10,clean,synth_fold10_TCAR_+10dB_0309.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+10dB_0314.wav,background,0,10,clean,synth_fold10_TCAR_+10dB_0314.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+10dB_0332.wav,background,0,10,clean,synth_fold10_TCAR_+10dB_0332.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+10dB_0351.wav,background,0,10,clean,synth_fold10_TCAR_+10dB_0351.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+10dB_0368.wav,background,0,10,clean,synth_fold10_TCAR_+10dB_0368.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+10dB_0399.wav,background,0,10,clean,synth_fold10_TCAR_+10dB_0399.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+10dB_0409.wav,background,0,10,clean,synth_fold10_TCAR_+10dB_0409.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+10dB_0422.wav,background,0,10,clean,synth_fold10_TCAR_+10dB_0422.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+10dB_0498.wav,background,0,10,clean,synth_fold10_TCAR_+10dB_0498.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+10dB_0547.wav,background,0,10,clean,synth_fold10_TCAR_+10dB_0547.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+10dB_0585.wav,background,0,10,clean,synth_fold10_TCAR_+10dB_0585.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+10dB_0688.wav,background,0,10,clean,synth_fold10_TCAR_+10dB_0688.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+10dB_0689.wav,background,0,10,clean,synth_fold10_TCAR_+10dB_0689.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+10dB_0712.wav,background,0,10,clean,synth_fold10_TCAR_+10dB_0712.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+10dB_0798.wav,background,0,10,clean,synth_fold10_TCAR_+10dB_0798.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+10dB_0812.wav,background,0,10,clean,synth_fold10_TCAR_+10dB_0812.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+10dB_0830.wav,background,0,10,clean,synth_fold10_TCAR_+10dB_0830.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+10dB_0846.wav,background,0,10,clean,synth_fold10_TCAR_+10dB_0846.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+10dB_0852.wav,background,0,10,clean,synth_fold10_TCAR_+10dB_0852.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+10dB_0917.wav,background,0,10,clean,synth_fold10_TCAR_+10dB_0917.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+10dB_0986.wav,background,0,10,clean,synth_fold10_TCAR_+10dB_0986.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+12dB_0025.wav,background,0,10,clean,synth_fold10_TCAR_+12dB_0025.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+12dB_0040.wav,background,0,10,clean,synth_fold10_TCAR_+12dB_0040.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+12dB_0049.wav,background,0,10,clean,synth_fold10_TCAR_+12dB_0049.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+12dB_0073.wav,background,0,10,clean,synth_fold10_TCAR_+12dB_0073.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+12dB_0110.wav,background,0,10,clean,synth_fold10_TCAR_+12dB_0110.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+12dB_0122.wav,background,0,10,clean,synth_fold10_TCAR_+12dB_0122.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+12dB_0196.wav,background,0,10,clean,synth_fold10_TCAR_+12dB_0196.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+12dB_0205.wav,background,0,10,clean,synth_fold10_TCAR_+12dB_0205.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+12dB_0245.wav,background,0,10,clean,synth_fold10_TCAR_+12dB_0245.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+12dB_0312.wav,background,0,10,clean,synth_fold10_TCAR_+12dB_0312.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+12dB_0357.wav,background,0,10,clean,synth_fold10_TCAR_+12dB_0357.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+12dB_0390.wav,background,0,10,clean,synth_fold10_TCAR_+12dB_0390.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+12dB_0391.wav,background,0,10,clean,synth_fold10_TCAR_+12dB_0391.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+12dB_0396.wav,background,0,10,clean,synth_fold10_TCAR_+12dB_0396.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+12dB_0397.wav,background,0,10,clean,synth_fold10_TCAR_+12dB_0397.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+12dB_0415.wav,background,0,10,clean,synth_fold10_TCAR_+12dB_0415.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+12dB_0446.wav,background,0,10,clean,synth_fold10_TCAR_+12dB_0446.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+12dB_0518.wav,background,0,10,clean,synth_fold10_TCAR_+12dB_0518.wav
data\processed\clean\fold10\background\synth_fold10_TCAR_+12dB_0525.wav,background,0,10,clean,synth_fold10_TCAR_+12dB_0525.wav
